		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
24/10/11	9:40	57.5	58.2	57.5	66	46.2	0.0	---	0.00	0.0	---	57.5	56.5	56.5	29.928	0.00	0.00	0.052	0.000	66.3	58	51.1	65.5	10.75	 .0745	234	1	100.0	10
24/10/11	9:50	56.9	57.5	56.9	68	46.4	0.0	W	0.00	1.0	W	56.9	56.0	56.0	29.927	0.00	0.00	0.056	0.000	66.3	58	51.1	65.5	10.75	 .0745	234	1	100.0	10
24/10/11	10:00	56.4	56.9	56.4	70	46.7	0.0	---	0.00	0.0	---	56.4	55.6	55.6	29.924	0.00	0.00	0.060	0.000	66.2	58	51.0	65.4	10.75	 .0745	234	1	100.0	10
24/10/11	10:10	56.1	56.4	56.1	70	46.4	0.0	---	0.00	0.0	---	56.1	55.3	55.3	29.927	0.00	0.00	0.062	0.000	66.2	58	51.0	65.4	10.75	 .0745	234	1	100.0	10
24/10/11	10:20	56.3	56.3	56.0	70	46.6	0.0	W	0.00	1.0	W	56.3	55.5	55.5	29.927	0.00	0.00	0.060	0.000	66.2	58	51.0	65.4	10.75	 .0745	235	1	100.0	10
24/10/11	10:30	56.4	56.6	56.3	70	46.7	0.0	WNW	0.00	1.0	WNW	56.4	55.6	55.6	29.925	0.00	0.00	0.060	0.000	66.2	58	51.0	65.4	10.75	 .0745	234	1	100.0	10
24/10/11	10:40	56.1	56.4	56.1	71	46.8	0.0	WNW	0.00	1.0	WNW	56.1	55.3	55.3	29.925	0.00	0.00	0.062	0.000	66.2	58	51.0	65.4	10.75	 .0745	234	1	100.0	10
24/10/11	10:50	55.9	56.1	55.9	73	47.4	0.0	NW	0.00	3.0	NW	55.9	55.2	55.2	29.920	0.00	0.00	0.063	0.000	66.2	58	51.0	65.4	10.75	 .0745	234	1	100.0	10
24/10/11	11:00	55.3	55.9	55.3	74	47.2	0.0	WSW	0.00	1.0	WSW	55.3	54.7	54.7	29.922	0.00	0.00	0.067	0.000	66.2	58	51.0	65.4	10.75	 .0745	234	1	100.0	10
24/10/11	11:10	55.0	55.3	55.0	75	47.2	0.0	WSW	0.00	1.0	WSW	55.0	54.5	54.5	29.923	0.00	0.00	0.069	0.000	66.1	58	50.9	65.3	10.75	 .0745	234	1	100.0	10
24/10/11	11:20	55.2	55.2	55.0	76	47.8	0.0	WSW	0.00	1.0	WSW	55.2	54.7	54.7	29.924	0.00	0.00	0.068	0.000	66.1	58	50.9	65.3	10.75	 .0745	235	1	100.0	10
24/10/11	11:30	55.5	55.5	55.2	76	48.1	0.0	---	0.00	0.0	---	55.5	55.0	55.0	29.924	0.00	0.00	0.066	0.000	66.1	59	51.4	65.3	10.95	 .0745	234	1	100.0	10
24/10/11	11:40	54.5	55.6	54.5	76	47.1	0.0	---	0.00	0.0	---	54.5	54.0	54.0	29.926	0.00	0.00	0.073	0.000	66.1	59	51.4	65.3	10.95	 .0745	234	1	100.0	10
24/10/11	11:50	54.3	54.5	54.2	79	47.9	0.0	---	0.00	0.0	---	54.3	54.0	54.0	29.925	0.00	0.00	0.074	0.000	66.1	59	51.4	65.3	10.95	 .0745	234	1	100.0	10
24/10/11	12:00	54.7	54.7	54.3	79	48.3	0.0	WNW	0.00	1.0	WNW	54.7	54.4	54.4	29.922	0.00	0.00	0.072	0.000	66.0	59	51.3	65.2	10.95	 .0745	234	1	100.0	10
24/10/11	12:10	55.6	55.6	54.7	78	48.8	0.0	WNW	0.00	1.0	WNW	55.6	55.2	55.2	29.922	0.00	0.00	0.065	0.000	66.0	59	51.3	65.2	10.95	 .0745	234	1	100.0	10
24/10/11	12:20	55.7	55.8	55.6	78	48.9	0.0	WNW	0.00	1.0	WNW	55.7	55.3	55.3	29.920	0.00	0.00	0.065	0.000	66.0	59	51.3	65.2	10.95	 .0745	234	1	100.0	10
24/10/11	12:30	55.6	56.2	55.6	76	48.2	0.0	ESE	0.00	2.0	ESE	55.6	55.1	55.1	29.923	0.00	0.00	0.065	0.000	66.0	59	51.3	65.2	10.95	 .0745	235	1	100.0	10
24/10/11	12:40	55.7	55.7	55.1	78	48.9	1.0	ESE	0.17	3.0	ESE	55.7	55.3	55.3	29.919	0.00	0.00	0.065	0.000	66.0	59	51.3	65.2	10.95	 .0745	234	1	100.0	10
24/10/11	12:50	55.0	55.7	55.0	79	48.6	0.0	ESE	0.00	1.0	ESE	55.0	54.7	54.7	29.919	0.00	0.00	0.069	0.000	66.0	59	51.3	65.2	10.95	 .0745	234	1	100.0	10
24/10/11	13:00	54.6	55.0	54.6	79	48.2	0.0	---	0.00	0.0	---	54.6	54.3	54.3	29.914	0.00	0.00	0.072	0.000	65.9	59	51.2	65.1	10.95	 .0745	234	1	100.0	10
24/10/11	13:10	54.7	54.7	54.5	80	48.6	0.0	NNE	0.00	2.0	ESE	54.7	54.4	54.4	29.911	0.00	0.00	0.072	0.000	65.9	59	51.2	65.1	10.95	 .0745	234	1	100.0	10
24/10/11	13:20	54.7	54.7	54.7	81	49.0	0.0	NE	0.00	2.0	NE	54.7	54.4	54.4	29.910	0.00	0.00	0.072	0.000	65.9	59	51.2	65.1	10.95	 .0745	234	1	100.0	10
24/10/11	13:30	54.9	55.0	54.7	80	48.8	1.0	NW	0.17	3.0	NW	54.9	54.6	54.6	29.905	0.00	0.00	0.070	0.000	65.8	59	51.1	65.0	10.95	 .0745	233	1	100.0	10
24/10/11	13:40	54.8	54.9	54.7	81	49.1	0.0	WSW	0.00	1.0	WSW	54.8	54.5	54.5	29.904	0.00	0.00	0.071	0.000	65.8	59	51.1	65.0	10.95	 .0745	235	1	100.0	10
24/10/11	13:50	55.1	55.1	54.7	82	49.7	0.0	WSW	0.00	1.0	WSW	55.1	54.9	54.9	29.898	0.00	0.00	0.069	0.000	65.8	59	51.1	65.0	10.95	 .0745	234	1	100.0	10
24/10/11	14:00	56.4	56.4	55.1	79	50.0	0.0	WNW	0.00	1.0	WSW	56.4	56.0	56.0	29.895	0.00	0.00	0.060	0.000	65.8	59	51.1	65.0	10.95	 .0745	234	1	100.0	10
24/10/11	14:10	57.0	57.0	56.4	77	49.9	1.0	NW	0.17	3.0	NW	57.0	56.6	56.6	29.888	0.00	0.00	0.056	0.000	65.8	60	51.5	65.1	11.05	 .0745	234	1	100.0	10
24/10/11	14:20	57.3	57.3	57.0	77	50.1	1.0	NW	0.17	2.0	NW	57.3	56.9	56.9	29.883	0.00	0.00	0.053	0.000	65.7	60	51.4	65.0	11.05	 .0745	234	1	100.0	10
